Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Ind
13-April-2015,344.3,348.2,341.4,344.6,345.1267848896,491557,19156,169649487,106954,21.76,6.8,0.3,675
10-April-2015,346,349,341.4,342.85,345.2060760342,728304,17492,251414966,160245,22,7.6,-3.15,676
9-April-2015,337.25,346.5,337.1,345.3,343.0234895072,819898,20286,281244273,160653,19.59,9.4,8.05,677
8-April-2015,335,338.9,328.85,336.25,334.9517547097,948362,23478,317655516,180431,19.03,10.05,1.25,678
7-April-2015,319.7,335,317.15,333.6,326.586506956,1191488,28272,389123904,256477,21.53,17.85,13.9,679
6-April-2015,324.1,325.55,317,318.05,319.3376995013,591976,16037,189040254,195893,33.09,8.55,-6.05,680
1-April-2015,316.5,325.2,316.1,324,320.5456968136,650669,14616,208569148,120900,18.58,9.1,7.5,681
31-March-2015,326.7,326.7,315.5,316.85,320.811686146,677640,15286,217394831,221941,32.75,11.2,-9.85,682
30-March-2015,318,324.9,315.3,322.4,319.5461053735,641281,17019,204918846,131005,20.43,9.6,4.4,683
27-March-2015,316.65,319.35,311.3,315,315.6631715624,766310,18949,241895845,178949,23.35,8.05,-1.65,684
26-March-2015,322.6,324.8,314.5,315.75,319.9803702255,723289,18128,231438282,237224,32.8,10.3,-6.85,685
25-March-2015,328.7,329.6,322,322.9,324.4553339016,525544,12549,170515554,180926,34.43,7.6,-5.8,686
24-March-2015,330,333.9,325,327.2,328.4227500139,628615,15659,206451467,141698,22.54,8.9,-2.8,687
23-March-2015,330,334.9,328.6,331.05,331.5882994159,543084,20983,180080300,115788,21.32,6.3,1.05,688
20-March-2015,336.6,341.5,327.3,328.95,334.1925716489,1172104,31374,391708450,197219,16.83,14.2,-7.65,689
19-March-2015,334.1,344.7,334,336.35,339.8054136515,1065861,27077,362185338,229611,21.54,10.7,2.25,690
18-March-2015,334,335.1,330,331.85,332.6393184107,459749,12698,152930594,100542,21.87,5.1,-2.15,691
17-March-2015,328,336.45,327.5,332.4,331.9838443851,899811,22749,298722715,211542,23.51,8.95,4.4,692
16-March-2015,329,329,323.5,326.2,325.710389326,671391,16555,218679024,129126,19.23,5.5,-2.8,693
13-March-2015,335.2,336.2,325,326.55,328.7557734854,869189,23632,285750902,221195,25.45,11.2,-8.65,694
12-March-2015,328.4,336.35,327.75,333.4,332.7034520557,886747,22177,295023788,167227,18.86,8.6,5,695
11-March-2015,333.5,335.4,324.75,325.85,328.9523174766,996256,24465,327720720,277488,27.85,10.65,-7.65,696
10-March-2015,338.2,339.2,330.75,332.1,334.516470036,815997,25043,272964436,236999,29.04,8.45,-6.1,697
9-March-2015,342.2,343.1,335,336.4,339.3551999119,744378,19288,252608545,263186,35.36,8.1,-5.8,698
5-March-2015,348,349.5,341.2,343.4,344.1306786714,1139329,25369,392078062,371268,32.59,8.3,-4.6,699
4-March-2015,356,357,346,347.85,352.5824193457,903641,21053,318607930,246114,27.24,11,-8.15,700
3-March-2015,353.5,358,349.7,353.5,353.3661386379,947865,22429,334943395,156546,16.52,8.3,0,701
2-March-2015,358.55,359.25,349.05,352.8,352.5810553526,717997,17490,253152140,133454,18.59,10.2,-5.75,702
28-February-2015,355,364,346.9,355.65,355.9683109538,1708035,40655,608006334,173647,10.17,17.1,0.65,703
27-February-2015,348,354.6,346.1,351.05,351.1487911017,786129,20205,276048248,175152,22.28,8.5,3.05,704
26-February-2015,352.1,354.9,344.95,345.45,348.9066189707,869395,22572,303337670,221011,25.42,9.95,-6.65,705
25-February-2015,361.5,364.8,350,351.15,356.9250227966,767660,19136,273997063,245571,31.99,14.8,-10.35,706
24-February-2015,367.55,369.9,357.6,359.4,361.7816228844,523956,15675,189557652,128118,24.45,12.3,-8.15,707
23-February-2015,376.5,378,365.2,367.05,371.7424199961,421042,12540,156519172,98952,23.5,12.8,-9.45,708
20-February-2015,377.05,381.65,373.1,374.7,378.144817853,600147,15132,226942478,110398,18.4,8.55,-2.35,709
19-February-2015,369.8,380.1,367.5,375.6,375.5175300879,985363,24487,370021080,134493,13.65,12.6,5.8,710
18-February-2015,371,372,364.6,367.2,367.6401572294,448771,14140,164986241,93144,20.76,7.4,-3.8,711
16-February-2015,369.85,374.25,368.5,369.95,371.05671394,427655,13210,158684259,102687,24.01,5.75,0.1,712
13-February-2015,366.2,371.8,365.25,366.55,368.1577017645,484389,14023,178331541,107656,22.23,6.55,0.35,713
12-February-2015,366,367.35,356.25,365.1,362.5094638305,700562,20188,253960355,71566,10.22,11.1,-0.9,714
11-February-2015,359.5,368.7,353,365.1,360.8594474373,883954,22650,318983152,130043,14.71,15.7,5.6,715
10-February-2015,346.7,360,345.1,357.65,352.9097444172,971818,26210,342964042,172467,17.75,14.9,10.95,716
9-February-2015,358,361.35,346.5,347.9,353.6581367744,1249371,39162,441850220,361466,28.93,14.85,-10.1,717
6-February-2015,379,381,367.55,369.3,371.9291536216,906793,30580,337262753,199524,22,13.45,-9.7,718
5-February-2015,391.1,392.6,377.5,379.45,385.6978275818,588975,18473,227166378,123485,20.97,15.1,-11.65,719
4-February-2015,383.6,393.25,382.6,388.75,388.9075967195,658916,23940,256257438,122863,18.65,10.65,5.15,720
3-February-2015,385.5,387.4,378.7,380.95,382.6455935278,896386,23681,342998153,189232,21.11,8.7,-4.55,721
2-February-2015,391,394.8,382.5,383.95,388.5917178739,695377,20488,270217743,150809,21.69,12.3,-7.05,722
30-January-2015,392,395,386.9,390.45,391.358558324,576135,16040,225475363,84589,14.68,8.1,-1.55,723
29-January-2015,392,392,383.7,389.65,387.8766582273,563629,16549,218618533,112559,19.97,8.3,-2.35,724
28-January-2015,397.1,398,388.9,390.9,391.9316460675,661030,18064,259078576,163915,24.8,9.1,-6.2,725
27-January-2015,403.8,404,395.6,398.05,399.8550049444,2051801,13569,820422899,1686454,82.19,8.4,-5.75,726
23-January-2015,408.15,411.4,399.45,402.65,404.2107531611,745697,22890,301418746,123624,16.58,11.95,-5.5,727
22-January-2015,398,404,395.8,402.95,400.3698248622,667132,25996,267099522,132344,19.84,8.2,4.95,728
21-January-2015,405,406.3,393.5,396.95,398.2795113638,656603,23417,261511522,135194,20.59,12.8,-8.05,729
20-January-2015,386.7,403.45,386,402.1,397.1869285184,1105460,29556,439074262,298227,26.98,17.45,15.4,730
19-January-2015,384,387.1,380.7,384.8,384.299515708,539344,14446,207269638,128879,23.9,6.4,0.8,731
16-January-2015,382.1,385.1,377,382.9,382.0808367542,751762,19505,287233854,107264,14.27,8.1,0.8,732
15-January-2015,380,388.5,372.55,384.6,380.9103193969,1371679,33368,522486686,253551,18.48,15.95,4.6,733
14-January-2015,391.2,391.3,375.15,376.75,381.4548934817,1106758,30735,422178255,360879,32.61,16.15,-14.45,734
13-January-2015,397,398.6,390.6,391.6,394.4175681925,505994,19041,199572923,118263,23.37,8,-5.4,735
12-January-2015,400.15,400.15,393.3,397.05,396.1655404429,415252,12697,164508533,73332,17.66,6.85,-3.1,736
9-January-2015,402,404.9,395.7,399.55,400.7103054623,716717,21310,287195888,120172,16.77,9.2,-2.45,737
8-January-2015,394.9,396.9,390.8,394.7,393.8778956419,465225,17382,183241844,82273,17.68,6.1,-0.2,738
7-January-2015,397.8,398.7,383.6,389.55,389.9948143417,987917,26674,385282507,188103,19.04,15.1,-8.25,739
6-January-2015,415.8,415.8,394.55,396.3,401.7355715972,1239413,30939,497916290,396623,32,21.25,-19.5,740
5-January-2015,411.55,421.2,411.55,416.65,417.8290066838,953201,26467,398275027,165128,17.32,9.65,5.1,741
2-January-2015,406,413,406,410.8,409.5540484214,623774,18867,255469167,123783,19.84,7,4.8,742
1-January-2015,396,406,396,404.55,402.3657383617,488453,14190,196536752,69144,14.16,10,8.55,743
31-December-2014,397.3,401.7,395.7,399.35,398.8322459253,360337,10666,143714015,60131,16.69,6,2.05,744
30-December-2014,404.35,406,395.5,396.45,398.6762064938,535125,15008,213341605,137193,25.64,10.5,-7.9,745
29-December-2014,398.5,410.4,398.5,404.3,406.433593386,590265,18435,239903525,120863,20.48,11.9,5.8,746
26-December-2014,396.6,399.55,390.4,398.15,395.4720574215,583196,15711,230637722,94540,16.21,9.15,1.55,747
24-December-2014,392.05,399.75,391.2,395.4,395.2604553455,731181,20230,289006935,135955,18.59,8.55,3.35,748
23-December-2014,404.5,406.4,392.65,395.15,398.0425904851,579073,16687,230495717,141201,24.38,13.75,-9.35,749
22-December-2014,406,409.35,399.25,403.85,403.1178591166,466854,14736,188197185,107461,23.02,10.1,-2.15,750
19-December-2014,406.15,410.8,403.05,405.2,407.180862341,776375,24472,316125042,175195,22.57,7.75,-0.95,751
18-December-2014,400.8,405.9,399.55,401.85,402.5401781744,674620,21259,271561655,146791,21.76,6.35,1.05,752
17-December-2014,393,404.7,388,393.45,397.386921699,1343202,38348,533770908,262764,19.56,16.7,0.45,753
16-December-2014,396.7,402.7,387.05,389.4,393.08409871,1103596,28735,433806039,230206,20.86,15.65,-7.3,754
15-December-2014,400,408.35,396.3,400.7,402.0827437551,974708,28230,391913267,147780,15.16,12.05,0.7,755
12-December-2014,420,422.55,400.75,403.4,412.9658364523,1336161,36044,551788845,285560,21.37,21.8,-16.6,756
11-December-2014,433,434.75,418,420,425.1554138308,987203,26048,419714700,232191,23.52,16.75,-13,757
10-December-2014,433,442.8,428.5,432.3,436.7060158357,882687,22418,385474723,151600,17.17,14.3,-0.7,758
9-December-2014,451.6,451.85,435,436.1,442.8617539912,860278,22900,380984224,218810,25.43,16.85,-15.5,759
8-December-2014,462.5,465.75,450.55,451.6,457.314963073,541473,13432,247623705,120119,22.18,15.2,-10.9,760
5-December-2014,462.2,468.55,459.1,460.85,464.1928853715,394483,10682,183116202,73440,18.62,9.45,-1.35,761
4-December-2014,462,467.05,457.1,462.3,461.8509129991,552684,15483,255257610,62613,11.33,9.95,0.3,762
3-December-2014,467,469.5,461.4,463.7,465.7826810396,475987,11664,221706501,60999,12.82,8.1,-3.3,763
2-December-2014,460.1,467.7,460.1,464.8,464.7882118598,530143,13050,246404217,78224,14.76,7.6,4.7,764
1-December-2014,474,474.9,460,461.65,464.7972415853,448736,11118,208571255,117048,26.08,14.9,-12.35,765
28-November-2014,461.6,475.2,461.5,473.3,469.4539369966,974296,20239,457387093,246881,25.34,13.7,11.7,766
27-November-2014,467,467.9,459.5,460.5,462.8195073619,426926,11629,197589681,102948,24.11,8.4,-6.5,767
26-November-2014,464.4,468.9,460.8,465.7,465.1281554253,454495,13494,211398421,63844,14.05,8.1,1.3,768
25-November-2014,475,475.5,458.65,464.4,463.8774218883,718138,19669,333128004,134417,18.72,16.85,-10.6,769
24-November-2014,470.3,479.85,470.3,476.6,476.0564158802,789689,18826,375936515,190303,24.1,9.55,6.3,770
21-November-2014,467.9,472.4,460.55,462.7,465.4992174948,624916,20234,290897909,102665,16.43,11.85,-5.2,771
20-November-2014,472.9,473,462.05,466.85,466.7634195787,540628,16329,252345374,75373,13.94,10.95,-6.05,772
19-November-2014,487,492.5,470,471.45,481.4215640993,803261,21621,386707167,168880,21.02,22.5,-15.55,773
18-November-2014,479.7,489,477.25,486.45,485.6424923894,609022,16699,295766962,89676,14.72,11.75,6.75,774
17-November-2014,477.05,482.9,475.5,479.65,478.9942706513,463578,11829,222051206,41272,8.9,7.4,2.6,775
14-November-2014,467.35,482.5,467.35,479.1,477.3708352582,948138,25727,452613429,173688,18.32,15.15,11.75,776
13-November-2014,468,474.9,462.45,470.3,470.2119591973,828768,25365,389696625,93617,11.3,12.45,2.3,777
12-November-2014,480,483,466.55,468.3,473.2935293704,838141,23194,396686712,196048,23.39,16.45,-11.7,778
11-November-2014,472.9,481.5,471.2,479.7,477.4361893359,621393,16316,296675506,83758,13.48,10.3,6.8,779
10-November-2014,473.1,476.25,462.3,471.05,468.2595741734,736356,24503,344805747,171537,23.3,13.95,-2.05,780
7-November-2014,478.15,486.4,471.05,472.15,477.989098961,645810,17276,308690140,98367,15.23,15.35,-6,781
5-November-2014,490,491.75,476.5,477.95,482.0567244063,562756,16380,271280314,105545,18.76,15.25,-12.05,782
3-November-2014,492,495.3,486.05,489.15,490.8495314623,605821,15673,297366954,101638,16.78,9.25,-2.85,783
31-October-2014,476,492.7,475,489.35,486.8684986669,911390,25530,443727081,191988,21.07,17.7,13.35,784
30-October-2014,473,477,468.6,474.4,472.9172228594,651303,18268,308012406,89134,13.69,8.4,1.4,785
29-October-2014,453.75,472.7,453.75,471.75,465.1321965454,923186,24949,429403532,288399,31.24,18.95,18,786
28-October-2014,450.8,453.5,447.1,451,451.1147247316,428164,14817,193151085,92978,21.72,6.4,0.2,787
27-October-2014,460.1,461.55,450.45,451.8,456.0651306066,434358,15574,198095538,83793,19.29,11.1,-8.3,788
