Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Ind
12-February-2013,315.7,323.3,314,321.7,319.9496437461,245471,3572,78538359,22625,9.22,9.3,6,1207
11-February-2013,319.35,320.35,314.8,316.05,316.9324627099,112027,2087,35504993,27598,24.64,5.55,-3.3,1208
8-February-2013,321,324.9,317.35,321.1,321.1182088423,200831,3605,64490491,26737,13.31,7.55,0.1,1209
7-February-2013,327.15,327.7,316.3,319.75,320.5221074052,232931,4201,74659535,56188,24.12,11.4,-7.4,1210
6-February-2013,326.8,330.85,324.6,326.55,326.7700516602,206155,2637,67365280,36998,17.95,6.25,-0.25,1211
5-February-2013,330,332.9,323,324.55,326.9998805347,251119,4373,82115883,37214,14.82,9.9,-5.45,1212
4-February-2013,331.4,334.55,327.8,330.95,331.098505772,328397,4301,108731756,51061,15.55,6.75,-0.45,1213
1-February-2013,338.4,347.2,327.1,330.5,335.2295983021,1686367,29726,565320132,236451,14.02,20.1,-7.9,1214
31-January-2013,345,347.2,338.1,339.4,342.4406817964,177003,2432,60613028,44315,25.04,9.1,-5.6,1215
30-January-2013,350.5,353,343,344.65,347.7044523865,1074727,5154,373687363,861833,80.19,10,-5.85,1216
29-January-2013,356.3,363.5,347.6,348.9,356.3816883745,285458,4213,101732004,75215,26.35,15.9,-7.4,1217
28-January-2013,358,362.8,355.5,357.6,358.1321669458,220910,3628,79114977,70910,32.1,7.3,-0.4,1218
25-January-2013,361,370.4,357.1,359.6,363.7091798061,278361,4540,101242451,33215,11.93,13.3,-1.4,1219
24-January-2013,368.8,369.7,359.1,361,362.9690692854,340115,4446,123451225,54777,16.11,10.6,-7.8,1220
23-January-2013,350.6,369,350.25,367.25,364.3115274136,1581222,13127,576057402,748593,47.34,18.75,16.65,1221
22-January-2013,355,355,349,351.65,352.3733017128,1273857,7356,448873197,981618,77.06,6,-3.35,1222
21-January-2013,347,356.5,345,355,354.7642421688,3687114,5938,1308056204,3381556,91.71,11.5,8,1223
18-January-2013,353,353.5,345.2,348.65,349.3983810557,349487,4105,122110192,85299,24.41,8.3,-4.35,1224
17-January-2013,341.05,356.7,335,353.95,351.864912176,1423585,11969,500909611,828528,58.2,21.7,12.9,1225
16-January-2013,346,348.5,340.5,342.45,344.0864322996,383757,5723,132045577,88979,23.19,8,-3.55,1226
15-January-2013,329,349.95,325.05,345.25,342.919155901,879186,12537,301489721,214859,24.44,24.9,16.25,1227
14-January-2013,325,331.5,323.25,329.4,327.9613916839,186048,3188,61016561,40151,21.58,8.25,4.4,1228
11-January-2013,329.5,330.7,324,324.7,326.1600477772,168281,3066,54886539,55418,32.93,6.7,-4.8,1229
10-January-2013,332.55,334,326.5,329.9,330.0358150381,183973,3434,60717679,41677,22.65,7.5,-2.65,1230
9-January-2013,332.4,336.3,331.35,333.2,334.1537100062,234474,3491,78350357,49919,21.29,4.95,0.8,1231
8-January-2013,326.7,332.9,325,330.3,329.1797343337,130615,2279,42995811,29769,22.79,7.9,3.6,1232
7-January-2013,328.3,331.15,325.3,326.7,328.9674762228,164864,3329,54234894,57755,35.03,5.85,-1.6,1233
4-January-2013,327.8,329.7,325.65,327.1,327.7775222443,116097,2013,38053987,25662,22.1,4.05,-0.7,1234
3-January-2013,322.25,329,319.2,327.75,324.807866452,192590,3170,62554747,45660,23.71,9.8,5.5,1235
2-January-2013,321.6,326.2,320.05,321.35,323.5030697119,123953,2380,40099176,44460,35.87,6.15,-0.25,1236
1-January-2013,317.8,322.5,317.5,320.6,320.7591844468,311396,4167,99883127,123226,39.57,5,2.8,1237
