Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
18-January-2018,324.00,328.30,321.95,326.05,324.216246640831205660,208757,1774,67682411.00,40559,19.43,6.35,2.05
17-January-2018,332.15,333.00,325.00,325.75,327.646555328725680694,203285,2199,66605630.00,34824,17.13,8.00,-6.40
16-January-2018,315.00,334.75,315.00,331.90,328.158486774886549570,410091,5599,134574842.00,98796,24.09,19.75,16.90
15-January-2018,318.80,324.15,313.40,316.45,318.181839777649322574,126287,1259,40182230.00,49760,39.40,10.75,-2.35
12-January-2018,321.05,323.35,317.35,318.75,320.280970701042225141,169733,1891,54362250.00,32204,18.97,6.00,-2.30
11-January-2018,324.90,325.85,319.25,321.05,322.358249118760465737,153477,1442,49474577.00,32987,21.49,6.60,-3.85
10-January-2018,318.00,327.00,315.20,326.05,322.055054363796650014,272240,3995,87676268.00,69098,25.38,11.80,8.05
9-January-2018,312.50,320.00,306.55,317.60,311.610577463750974331,257869,2567,80354708.00,53993,20.94,13.45,5.10
8-January-2018,310.00,312.90,309.40,311.05,310.599740302937263330,156336,1249,48557921.00,22497,14.39,3.50,1.05
5-January-2018,314.00,314.00,307.80,309.75,311.052066533341934928,186012,1334,57859417.00,72883,39.18,6.20,-4.25
4-January-2018,309.95,312.40,307.50,311.50,309.502440849379378594,165721,1443,51291054.00,27656,16.69,4.90,1.55
3-January-2018,320.00,320.00,308.55,310.20,315.151747583023336153,199733,1988,62946204.00,43956,22.01,11.45,-9.80
2-January-2018,315.00,323.75,314.70,318.90,318.676405918631011871,205115,2167,65365311.00,43059,20.99,9.05,3.90
1-January-2018,313.40,319.85,309.40,317.75,317.064152110063379193,174663,1867,55379376.00,42028,24.06,10.45,4.35
