Date,Price,Open,High,Low,Vol.,Change %
"Jun 30, 2016",918.5,910,923.9,910,580.08K,1.08
"Jun 29, 2016",908.7,905,910,899.7,422.90K,1.16
"Jun 28, 2016",898.25,886,900,878.4,414.85K,1.39
"Jun 27, 2016",885.9,878,888.85,876.15,381.15K,0.07
"Jun 24, 2016",885.3,877,890.5,854,266.31K,0.36
"Jun 23, 2016",882.15,891.4,891.4,880,99.88K,-0.43
"Jun 22, 2016",886,886.7,891.9,881.3,269.80K,0.2
"Jun 21, 2016",884.25,868,886.9,862.1,338.80K,2.02
"Jun 20, 2016",866.7,853.6,868.5,852.1,78.54K,1.3
"Jun 17, 2016",855.6,867,870,852.85,233.62K,-1.46
"Jun 16, 2016",868.25,860.45,870.9,850.55,374.30K,1.02
"Jun 15, 2016",859.45,862.35,868,856,105.84K,-0.15
"Jun 14, 2016",860.7,863.1,875,856,114.84K,-0.25
"Jun 13, 2016",862.9,871.95,873.35,857.35,171.85K,-1.05
"Jun 10, 2016",872.05,856.9,881,854,364.13K,1.9
"Jun 09, 2016",855.8,867,868,853.1,162.95K,-1.03
"Jun 08, 2016",864.7,854.5,868.9,854,145.50K,1.12
"Jun 07, 2016",855.15,855,859.2,851.6,180.05K,0.05
"Jun 06, 2016",854.75,866,870,852.85,101.55K,-1.38
"Jun 03, 2016",866.75,862,871.2,861.05,334.28K,0.42
"Jun 02, 2016",863.1,854.95,873.6,853,449.30K,1.63
"Jun 01, 2016",849.25,863,865,847.5,224.82K,-1.4
"May 31, 2016",861.35,854.8,866.35,853.8,249.59K,0.88
"May 30, 2016",853.8,838,857.9,835.8,196.85K,1.73
"May 27, 2016",839.3,838,846.75,830.1,141.67K,0.45
"May 26, 2016",835.5,835,839,821.5,404.21K,0.07
"May 25, 2016",834.9,839.1,841.85,821.9,238.11K,0.06
"May 24, 2016",834.4,814.3,842.6,787.2,1.35M,2.86
"May 23, 2016",811.2,810,815,799.2,293.04K,0.28
"May 20, 2016",808.9,825,827.75,806,188.69K,-1.34
"May 19, 2016",819.9,830,833.4,817.2,135.69K,-0.98
"May 18, 2016",828,829.95,830,822.4,105.67K,-0.02
"May 17, 2016",828.15,829,830,818.55,123.58K,0.44
"May 16, 2016",824.5,840,840,813.65,258.76K,-1.45
"May 13, 2016",836.65,837.95,840.85,830.05,220.63K,-0.04
"May 12, 2016",836.95,839.95,844.2,833.05,303.18K,0.12
"May 11, 2016",835.95,811,843.9,811,183.04K,-1.16
"May 10, 2016",845.8,846.55,851.8,844,183.34K,-0.29
"May 09, 2016",848.3,854,854,843.15,169.44K,-0.26
"May 06, 2016",850.55,845.55,854.9,843.2,98.14K,0.62
"May 05, 2016",845.3,847,851.85,836.05,102.09K,0.31
"May 04, 2016",842.65,849.9,850,839,97.17K,-0.91
"May 03, 2016",850.35,853.45,859.4,845,188.47K,0.06
"May 02, 2016",849.8,842,852.95,837.9,175.08K,1.06
"Apr 29, 2016",840.85,843.35,849,836.1,295.32K,-0.78
"Apr 28, 2016",847.5,860,867.35,843,575.97K,-0.94
"Apr 27, 2016",855.55,846,857.8,838.05,247.25K,1.38
"Apr 26, 2016",843.9,840,847,836.95,268.48K,0.32
"Apr 25, 2016",841.25,851.25,855,837.25,290.91K,-1.02
"Apr 22, 2016",849.95,851,854,845,278.97K,-0.02
"Apr 21, 2016",850.15,855,863.9,842,309.70K,-0.17
"Apr 20, 2016",851.6,848,854.3,840.15,272.70K,0.64
"Apr 18, 2016",846.15,828.05,849.4,828.05,171.26K,1.25
"Apr 13, 2016",835.7,823.95,848.45,822,298.96K,2.01
"Apr 12, 2016",819.2,815,824,815,159.84K,0.52
"Apr 11, 2016",814.95,820,824,810.95,134.23K,-0.61
"Apr 08, 2016",819.95,820.5,827.95,813.6,191.38K,-0.25
"Apr 07, 2016",822,822.15,827.1,820.1,248.54K,-0.68
"Apr 06, 2016",827.6,826.1,830,819,202.17K,-0.42
"Apr 05, 2016",831.1,838,844.05,825,222.38K,-1.14
"Apr 04, 2016",840.7,838,843.5,830,145.72K,0.82
"Apr 01, 2016",833.9,829.85,837.3,823.65,175.34K,0.37
"Mar 31, 2016",830.85,818.5,835.2,818.5,324.28K,1.47
"Mar 30, 2016",818.85,825.15,831.85,816.2,468.25K,-1.26
"Mar 29, 2016",829.3,826,832.8,821.8,258.39K,0.58
"Mar 28, 2016",824.55,843,843.65,820,548.69K,-1.83
"Mar 23, 2016",839.9,852,852.1,833.9,387.27K,-1.43
"Mar 22, 2016",852.1,850,855,843.5,517.81K,0.49
"Mar 21, 2016",847.95,855,858.7,840.1,452.15K,-0.35
"Mar 18, 2016",850.9,838,853.95,837.9,654.04K,1.76
"Mar 17, 2016",836.15,835.4,840.65,822,505.94K,0.1
"Mar 16, 2016",835.35,839.5,839.5,824.45,384.59K,-0.51
"Mar 15, 2016",839.65,845.2,846,834.15,469.46K,-0.78
"Mar 14, 2016",846.25,820,848.1,816,640.05K,4.03
"Mar 11, 2016",813.5,804.7,815.5,790.05,979.57K,0.67
"Mar 10, 2016",808.1,825,825,800,553.31K,-1.7
"Mar 09, 2016",822.05,821.4,824.7,815.1,438.43K,-0.42
"Mar 08, 2016",825.5,847.25,850,821.35,723.83K,-2.46
"Mar 04, 2016",846.3,836.95,850,835.15,369.33K,1.44
"Mar 03, 2016",834.25,835,837.9,830,423.91K,-0.01
"Mar 02, 2016",834.35,830.8,844.4,830,517.84K,1.23
"Mar 01, 2016",824.25,829.8,829.8,818.35,193.57K,0.47
"Feb 29, 2016",820.4,833.5,833.55,808.2,219.36K,-1.46
"Feb 26, 2016",832.55,824.6,838,824.6,371.34K,1.08
"Feb 25, 2016",823.65,820.8,832.1,820.05,456.08K,0.83
"Feb 24, 2016",816.85,819,821.55,813.05,127.45K,-0.38
"Feb 23, 2016",820,829,833,817.8,136.66K,-1.24
"Feb 22, 2016",830.3,836.7,836.7,827,283.90K,-0.25
"Feb 19, 2016",832.35,847.8,849.6,830.3,118.13K,-1.3
"Feb 18, 2016",843.35,841.5,846.25,836.9,177.34K,0.79
"Feb 17, 2016",836.7,838.8,841,821,169.58K,-0.3
"Feb 16, 2016",839.25,839.05,849.1,831,340.20K,-0.87
"Feb 15, 2016",846.65,845,857.95,836.45,184.07K,1.36
"Feb 12, 2016",835.25,825,840,812.05,314.12K,0.92
"Feb 11, 2016",827.65,849.4,849.4,821,373.92K,-1.79
"Feb 10, 2016",842.75,848,850,829,159.98K,-0.66
"Feb 09, 2016",848.35,845,852,836,91.84K,-0.6
"Feb 08, 2016",853.45,857.9,857.9,846,346.27K,0.15
"Feb 05, 2016",852.15,832.1,862,832,539.21K,2.53
"Feb 04, 2016",831.15,852.9,852.9,825,514.69K,-1.12
"Feb 03, 2016",840.6,850,851.05,831.1,343.63K,-1.68
"Feb 02, 2016",855,862.15,862.75,850,179.52K,-0.78
"Feb 01, 2016",861.7,869,870.6,856,408.88K,0.44
"Jan 29, 2016",857.95,853.05,862.45,851.95,488.02K,0.91
"Jan 28, 2016",850.2,851,862.9,846.55,761.20K,-0.4
"Jan 27, 2016",853.65,867,883.9,850.1,1.96M,-1.36
"Jan 25, 2016",865.4,883,889.95,862,761.11K,-1.93
"Jan 22, 2016",882.45,915,916,880,1.21M,-2.76
"Jan 21, 2016",907.5,916,925.1,902.55,216.99K,-0.64
"Jan 20, 2016",913.3,911,920.1,890.6,333.70K,0.16
"Jan 19, 2016",911.8,919,927,910,104.20K,0.14
"Jan 18, 2016",910.55,920,927.1,900,265.59K,-0.71
"Jan 15, 2016",917.05,946.95,951.05,910.7,300.78K,-2.79
"Jan 14, 2016",943.35,924.8,946.7,912.1,266.30K,1.23
