Date,Price,Open,High,Low,Vol.,Change %
"Apr 20, 2016",2845.3,2845,2887.85,2827.5,313.44K,-0.19
"Apr 18, 2016",2850.65,2770.5,2856,2770.5,308.62K,3.24
"Apr 13, 2016",2761.1,2708.6,2785,2708.6,260.42K,2.05
"Apr 12, 2016",2705.75,2685,2738.4,2650.2,352.95K,1.84
"Apr 11, 2016",2656.95,2696.8,2707.65,2645,215.02K,-1.11
"Apr 08, 2016",2686.8,2691,2715.5,2681.1,138.36K,-0.53
"Apr 07, 2016",2701.15,2710.1,2721.05,2679.1,102.11K,-0.22
"Apr 06, 2016",2707.2,2641.35,2723.95,2641.35,483.65K,2.49
"Apr 05, 2016",2641.35,2650,2656.25,2607.15,214.10K,-0.67
"Apr 04, 2016",2659.2,2700,2703.55,2650,184.40K,-0.74
"Apr 01, 2016",2679.05,2661.5,2717.9,2661.5,176.54K,-0.28
"Mar 31, 2016",2686.5,2625.4,2704.9,2615.5,346.46K,1.82
"Mar 30, 2016",2638.5,2619.5,2649,2590.15,261.68K,2.14
"Mar 29, 2016",2583.15,2615,2625,2519.05,196.00K,-1.62
"Mar 28, 2016",2625.6,2745.55,2760,2601.25,282.17K,-3.66
"Mar 23, 2016",2725.3,2755.15,2762.1,2705.3,108.48K,-0.95
"Mar 22, 2016",2751.5,2736,2779.9,2725,120.81K,0.61
"Mar 21, 2016",2734.95,2691,2749,2691,99.41K,1.83
"Mar 18, 2016",2685.8,2699,2715,2670.25,120.85K,-0.44
"Mar 17, 2016",2697.6,2740,2740.1,2688,134.15K,-0.83
"Mar 16, 2016",2720.3,2740.1,2756,2674.15,239.75K,-1.39
"Mar 15, 2016",2758.75,2800.25,2821.85,2750.95,76.97K,-2.28
"Mar 14, 2016",2823.05,2832,2860,2815,112.36K,0.25
"Mar 11, 2016",2816.1,2840.7,2846.45,2809,71.59K,-0.65
"Mar 10, 2016",2834.65,2830,2858,2800,147.06K,-0.11
"Mar 09, 2016",2837.8,2809.95,2856,2785,153.68K,0.67
"Mar 08, 2016",2819.05,2850,2884.85,2750,191.08K,-1.27
"Mar 04, 2016",2855.2,2864,2876.95,2842,86.33K,0.47
"Mar 03, 2016",2841.85,2878,2892.8,2832,129.41K,-0.73
"Mar 02, 2016",2862.85,2851,2914.5,2844.3,160.11K,0.74
"Mar 01, 2016",2841.7,2756,2845,2756,164.77K,3.1
"Feb 29, 2016",2756.25,2722,2828,2640,182.46K,1.61
"Feb 26, 2016",2712.45,2693,2730.5,2674.1,215.55K,0.99
"Feb 25, 2016",2685.95,2755,2773.7,2672.25,221.10K,-2.45
