Date,Price,Open,High,Low,Vol.,Change %
"Jun 17, 2015",562.95,562.6,569.45,556.33,151.20K,0.06
"Jun 16, 2015",562.6,582.25,582.25,559,95.43K,0.01
"Jun 15, 2015",562.55,555.5,573.6,555.5,390.12K,0.05
"Jun 12, 2015",562.27,562.5,598,559.23,169.70K,-0.01
"Jun 11, 2015",562.33,564.5,571.58,555.27,207.26K,0.19
"Jun 10, 2015",561.25,559.98,567.4,556.02,215.18K,0.1
"Jun 09, 2015",560.7,565.02,571.33,555.27,121.31K,-1.5
"Jun 08, 2015",569.23,562.4,572.67,557,279.81K,1.53
"Jun 05, 2015",560.67,561.45,566.83,554.4,738.88K,-0.2
"Jun 04, 2015",561.8,540.05,564,537.65,162.70K,3.29
"Jun 03, 2015",543.92,543,547.5,530,104.96K,1.3
"Jun 02, 2015",536.95,549.95,554,533.67,290.33K,-1.77
"Jun 01, 2015",546.65,536,549,525.02,335.98K,4.12
"May 29, 2015",525.02,554.95,557.25,518.5,1.32M,-4.22
"May 28, 2015",548.15,568.85,570,543,641.26K,-3.3
"May 27, 2015",566.85,543.5,571.4,540.55,375.94K,4.09
"May 26, 2015",544.58,559.95,565.2,535.1,398.57K,-1.64
"May 25, 2015",553.65,574.85,574.85,551,164.87K,-1.98
"May 22, 2015",564.85,587.42,587.42,555.05,296.80K,-2.56
"May 21, 2015",579.67,589.38,589.38,570.6,198.10K,-0.87
"May 20, 2015",584.75,581,591.27,577.52,153.05K,1.03
"May 19, 2015",578.77,595.05,606.15,575.1,235.24K,-3.45
"May 18, 2015",599.45,583,610.1,575.12,183.35K,2.82
"May 15, 2015",583,562,586.3,560,129.74K,3.76
"May 14, 2015",561.85,545.5,565.88,545.5,229.01K,3.54
"May 13, 2015",542.65,559.85,559.85,540.05,357.76K,-2.95
"May 12, 2015",559.15,558.95,568.27,551.15,306.04K,1.01
"May 11, 2015",553.58,545,560,542.52,222.05K,2.38
"May 08, 2015",540.7,525.67,549.5,525.67,221.22K,2.9
"May 07, 2015",525.48,540,540,524.5,294.28K,-2.49
"May 06, 2015",538.92,544.45,546.98,530.52,1.02M,-1.02
"May 05, 2015",544.48,529.5,549.75,524.7,1.24M,3.34
"May 04, 2015",526.9,531,532.95,510.5,433.97K,0.19
"Apr 30, 2015",525.88,545,547,517,433.89K,-2.66
"Apr 29, 2015",540.25,549.5,551.98,510,943.43K,-1.61
"Apr 28, 2015",549.08,565,567.27,543.02,432.94K,-2.35
"Apr 27, 2015",562.3,563.67,571.95,557.5,131.47K,-0.13
"Apr 24, 2015",563.05,546.5,569.48,540,319.39K,3.31
"Apr 23, 2015",545.02,567,569.48,537.8,434.53K,-3.39
"Apr 22, 2015",564.12,574.25,574.25,556,298.80K,-1.96
"Apr 21, 2015",575.38,582.75,590,568.88,732.59K,-1.27
"Apr 20, 2015",582.8,585,589,568.62,124.71K,-0.37
"Apr 17, 2015",584.95,598.95,598.95,577.5,156.85K,-2.45
"Apr 16, 2015",599.62,600,602.2,590.55,324.07K,-0.48
"Apr 15, 2015",602.5,619,619,595.55,290.15K,-1.73
"Apr 13, 2015",613.08,603.45,619,600,416.84K,2.47
"Apr 10, 2015",598.3,585,606.83,575.62,375.02K,2.48
"Apr 09, 2015",583.8,586.9,590.5,565,274.95K,-0.53
"Apr 08, 2015",586.9,568.12,592.35,555.5,534.61K,2.92
"Apr 07, 2015",570.27,558.05,578.5,552.5,249.44K,2.02
"Apr 06, 2015",558.98,532.6,562.58,531.67,491.12K,3.61
"Apr 01, 2015",539.48,524.5,544.5,520.48,251.17K,3.65
"Mar 31, 2015",520.48,520,534.95,512.52,686.09K,-0.32
"Mar 30, 2015",522.15,530.1,536.8,515,490.60K,-1.19
"Mar 27, 2015",528.45,542.5,543,525,480.20K,-1.57
"Mar 26, 2015",536.88,545.05,552.23,530.27,518.23K,-2.23
"Mar 25, 2015",549.1,555,555.2,542.5,977.52K,-1.26
"Mar 24, 2015",556.12,555,565.7,545.05,581.92K,1.79
"Mar 23, 2015",546.33,562.5,562.5,542.08,135.73K,-0.31
"Mar 20, 2015",548.02,564.27,564.27,539.98,451.92K,-2.93
"Mar 19, 2015",564.58,571,576.5,552.6,388.99K,-0.37
"Mar 18, 2015",566.65,554.98,571.55,550.98,573.77K,1.87
"Mar 17, 2015",556.25,545,558.25,542.58,211.22K,3.27
"Mar 16, 2015",538.62,562.5,564.6,534.4,324.75K,-4.19
"Mar 13, 2015",562.17,581,581,553.3,194.86K,-3.27
"Mar 12, 2015",581.17,574.23,584.5,569,237.23K,1.36
"Mar 11, 2015",573.35,608.7,608.7,566.7,273.34K,-4.48
"Mar 10, 2015",600.23,596.95,609,592.35,295.52K,1.34
"Mar 09, 2015",592.27,604.5,604.5,586.25,156.18K,-1.69
"Mar 05, 2015",602.48,602.5,613.6,588.77,515.87K,-0.09
"Mar 04, 2015",603,582.5,609.5,582.5,311.93K,5.4
"Mar 03, 2015",572.1,565,585.5,560,253.85K,1.6
"Mar 02, 2015",563.1,570,574,552.5,642.91K,-0.78
"Feb 28, 2015",567.5,574.5,576.15,560.55,39.40K,-1
