Date,Price,Open,High,Low,Vol.,Change %
"Apr 12, 2016",36269.75,35870,36649.95,35870,9.78K,1.31
"Apr 11, 2016",35800.7,35500.1,35990,35136.9,4.80K,0.94
"Apr 08, 2016",35468.25,35707.45,36089.9,35313.8,5.44K,-0.9
"Apr 07, 2016",35791.05,36300,36532,35600,3.57K,-1.06
"Apr 06, 2016",36174.65,35799.9,36600,35799.9,5.80K,1.21
"Apr 05, 2016",35742.15,36800,37209.15,35502,7.38K,-2.99
"Apr 04, 2016",36844.65,37700,37700,36730,4.16K,-1.1
"Apr 01, 2016",37255.05,38249.95,38249.95,37110.1,5.48K,-2.72
"Mar 31, 2016",38296.75,38044,39000,37859.95,14.03K,1.01
"Mar 30, 2016",37912,36990,38200.1,36720.05,9.67K,2.7
"Mar 29, 2016",36915.5,36149.85,37110.05,35750,8.08K,2.09
"Mar 28, 2016",36159.8,35350.2,36425,35230.1,8.61K,2.32
"Mar 23, 2016",35340.45,34810,35543.95,34600,8.47K,1.52
"Mar 22, 2016",34810.1,34654,35298.95,34450,6.17K,0.18
"Mar 21, 2016",34747.35,34799,35030.05,34501.25,4.30K,0.09
"Mar 18, 2016",34716.9,33900,34799,33900,7.99K,2.3
"Mar 17, 2016",33936.75,33990,34100.05,33500,4.82K,1.44
"Mar 16, 2016",33454.35,34300,34360,33351.1,7.15K,-2.63
"Mar 15, 2016",34356.45,34600,34607.6,33910,6.40K,-0.71
"Mar 14, 2016",34601.75,34600,34760,34334.2,2.59K,0.3
"Mar 11, 2016",34499.8,34567,34798.95,33949.95,4.66K,0.24
"Mar 10, 2016",34415.65,34600.05,34600.1,34210,3.39K,0.03
"Mar 09, 2016",34405.4,34640,34640,34090.95,3.38K,-0.15
